chapter#,verse#,chapter,verse
62,0,سورة الجمعة,بسم الله الرحمٰن الرحيم
62,1,سورة الجمعة,يسبح لله ما في السمٰوٰت وما في الارض الملك القدوس العزيز الحكيم
62,2,سورة الجمعة,هو الذي بعث في الامين رسولا منهم يتلوا عليهم ءايٰته ويزكيهم ويعلمهم الكتٰب والحكمة وان كانوا من قبل لفي ضلٰل مبين
62,3,سورة الجمعة,وءاخرين منهم لما يلحقوا بهم وهو العزيز الحكيم
62,4,سورة الجمعة,ذٰلك فضل الله يؤتيه من يشاء والله ذو الفضل العظيم
62,5,سورة الجمعة,مثل الذين حملوا التورىٰة ثم لم يحملوها كمثل الحمار يحمل اسفارا بئس مثل القوم الذين كذبوا بايٰت الله والله لا يهدي القوم الظٰلمين
62,6,سورة الجمعة,قل يٰايها الذين هادوا ان زعمتم انكم اولياء لله من دون الناس فتمنوا الموت ان كنتم صٰدقين
62,7,سورة الجمعة,ولا يتمنونه ابدا بما قدمت ايديهم والله عليم بالظٰلمين
62,8,سورة الجمعة,قل ان الموت الذي تفرون منه فانه ملٰقيكم ثم تردون الىٰ عٰلم الغيب والشهٰدة فينبئكم بما كنتم تعملون
62,9,سورة الجمعة,يٰايها الذين ءامنوا اذا نودي للصلوٰة من يوم الجمعة فاسعوا الىٰ ذكر الله وذروا البيع ذٰلكم خير لكم ان كنتم تعلمون
62,10,سورة الجمعة,فاذا قضيت الصلوٰة فانتشروا في الارض وابتغوا من فضل الله واذكروا الله كثيرا لعلكم تفلحون
62,11,سورة الجمعة,واذا راوا تجٰرة او لهوا انفضوا اليها وتركوك قائما قل ما عند الله خير من اللهو ومن التجٰرة والله خير الرٰزقين
63,0,سورة المنافقون,سورة المنافقون
63,0,سورة المنافقون,بسم الله الرحمٰن الرحيم
63,1,سورة المنافقون,اذا جاءك المنٰفقون قالوا نشهد انك لرسول الله والله يعلم انك لرسوله والله يشهد ان المنٰفقين لكٰذبون
63,2,سورة المنافقون,اتخذوا ايمٰنهم جنة فصدوا عن سبيل الله انهم ساء ما كانوا يعملون
63,3,سورة المنافقون,ذٰلك بانهم ءامنوا ثم كفروا فطبع علىٰ قلوبهم فهم لا يفقهون
63,4,سورة المنافقون,واذا رايتهم تعجبك اجسامهم وان يقولوا تسمع لقولهم كانهم خشب مسندة يحسبون كل صيحة عليهم هم العدو فاحذرهم قٰتلهم الله انىٰ يؤفكون
63,5,سورة المنافقون,واذا قيل لهم تعالوا يستغفر لكم رسول الله لووا رءوسهم ورايتهم يصدون وهم مستكبرون
63,6,سورة المنافقون,سواء عليهم استغفرت لهم ام لم تستغفر لهم لن يغفر الله لهم ان الله لا يهدي القوم الفٰسقين
63,7,سورة المنافقون,هم الذين يقولون لا تنفقوا علىٰ من عند رسول الله حتىٰ ينفضوا ولله خزائن السمٰوٰت والارض ولٰكن المنٰفقين لا يفقهون
63,8,سورة المنافقون,يقولون لئن رجعنا الى المدينة ليخرجن الاعز منها الاذل ولله العزة ولرسوله وللمؤمنين ولٰكن المنٰفقين لا يعلمون
63,9,سورة المنافقون,يٰايها الذين ءامنوا لا تلهكم اموٰلكم ولا اولٰدكم عن ذكر الله ومن يفعل ذٰلك فاولٰئك هم الخٰسرون
63,10,سورة المنافقون,وانفقوا من ما رزقنٰكم من قبل ان ياتي احدكم الموت فيقول رب لولا اخرتني الىٰ اجل قريب فاصدق واكن من الصٰلحين
63,11,سورة المنافقون,ولن يؤخر الله نفسا اذا جاء اجلها والله خبير بما تعملون
64,0,سورة التغابن,سورة التغابن
64,0,سورة التغابن,بسم الله الرحمٰن الرحيم
64,1,سورة التغابن,يسبح لله ما في السمٰوٰت وما في الارض له الملك وله الحمد وهو علىٰ كل شيء قدير
64,2,سورة التغابن,هو الذي خلقكم فمنكم كافر ومنكم مؤمن والله بما تعملون بصير
64,3,سورة التغابن,خلق السمٰوٰت والارض بالحق وصوركم فاحسن صوركم واليه المصير
64,4,سورة التغابن,يعلم ما في السمٰوٰت والارض ويعلم ما تسرون وما تعلنون والله عليم بذات الصدور
64,5,سورة التغابن,الم ياتكم نبؤا الذين كفروا من قبل فذاقوا وبال امرهم ولهم عذاب اليم
64,6,سورة التغابن,ذٰلك بانه كانت تاتيهم رسلهم بالبينٰت فقالوا ابشر يهدوننا فكفروا وتولوا واستغنى الله والله غني حميد
64,7,سورة التغابن,زعم الذين كفروا ان لن يبعثوا قل بلىٰ وربي لتبعثن ثم لتنبؤن بما عملتم وذٰلك على الله يسير
64,8,سورة التغابن,فامنوا بالله ورسوله والنور الذي انزلنا والله بما تعملون خبير
64,9,سورة التغابن,يوم يجمعكم ليوم الجمع ذٰلك يوم التغابن ومن يؤمن بالله ويعمل صٰلحا يكفر عنه سياته ويدخله جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا ذٰلك الفوز العظيم
64,10,سورة التغابن,والذين كفروا وكذبوا بايٰتنا اولٰئك اصحٰب النار خٰلدين فيها وبئس المصير
64,11,سورة التغابن,ما اصاب من مصيبة الا باذن الله ومن يؤمن بالله يهد قلبه والله بكل شيء عليم
64,12,سورة التغابن,واطيعوا الله واطيعوا الرسول فان توليتم فانما علىٰ رسولنا البلٰغ المبين
64,13,سورة التغابن,الله لا الٰه الا هو وعلى الله فليتوكل المؤمنون
64,14,سورة التغابن,يٰايها الذين ءامنوا ان من ازوٰجكم واولٰدكم عدوا لكم فاحذروهم وان تعفوا وتصفحوا وتغفروا فان الله غفور رحيم
64,15,سورة التغابن,انما اموٰلكم واولٰدكم فتنة والله عنده اجر عظيم
64,16,سورة التغابن,فاتقوا الله ما استطعتم واسمعوا واطيعوا وانفقوا خيرا لانفسكم ومن يوق شح نفسه فاولٰئك هم المفلحون
64,17,سورة التغابن,ان تقرضوا الله قرضا حسنا يضٰعفه لكم ويغفر لكم والله شكور حليم
64,18,سورة التغابن,عٰلم الغيب والشهٰدة العزيز الحكيم
65,0,سورة الطلاق,سورة الطلاق
65,0,سورة الطلاق,بسم الله الرحمٰن الرحيم
65,1,سورة الطلاق,يٰايها النبي اذا طلقتم النساء فطلقوهن لعدتهن واحصوا العدة واتقوا الله ربكم لا تخرجوهن من بيوتهن ولا يخرجن الا ان ياتين بفٰحشة مبينة وتلك حدود الله ومن يتعد حدود الله فقد ظلم نفسه لا تدري لعل الله يحدث بعد ذٰلك امرا
65,2,سورة الطلاق,فاذا بلغن اجلهن فامسكوهن بمعروف او فارقوهن بمعروف واشهدوا ذوي عدل منكم واقيموا الشهٰدة لله ذٰلكم يوعظ به من كان يؤمن بالله واليوم الاخر ومن يتق الله يجعل له مخرجا
65,3,سورة الطلاق,ويرزقه من حيث لا يحتسب ومن يتوكل على الله فهو حسبه ان الله بٰلغ امره قد جعل الله لكل شيء قدرا
65,4,سورة الطلاق,والٰي يئسن من المحيض من نسائكم ان ارتبتم فعدتهن ثلٰثة اشهر والٰي لم يحضن واولٰت الاحمال اجلهن ان يضعن حملهن ومن يتق الله يجعل له من امره يسرا
65,5,سورة الطلاق,ذٰلك امر الله انزله اليكم ومن يتق الله يكفر عنه سياته ويعظم له اجرا
65,6,سورة الطلاق,اسكنوهن من حيث سكنتم من وجدكم ولا تضاروهن لتضيقوا عليهن وان كن اولٰت حمل فانفقوا عليهن حتىٰ يضعن حملهن فان ارضعن لكم فاتوهن اجورهن واتمروا بينكم بمعروف وان تعاسرتم فسترضع له اخرىٰ
65,7,سورة الطلاق,لينفق ذو سعة من سعته ومن قدر عليه رزقه فلينفق مما ءاتىٰه الله لا يكلف الله نفسا الا ما ءاتىٰها سيجعل الله بعد عسر يسرا
65,8,سورة الطلاق,وكاين من قرية عتت عن امر ربها ورسله فحاسبنٰها حسابا شديدا وعذبنٰها عذابا نكرا
65,9,سورة الطلاق,فذاقت وبال امرها وكان عٰقبة امرها خسرا
65,10,سورة الطلاق,اعد الله لهم عذابا شديدا فاتقوا الله يٰاولي الالبٰب الذين ءامنوا قد انزل الله اليكم ذكرا
65,11,سورة الطلاق,رسولا يتلوا عليكم ءايٰت الله مبينٰت ليخرج الذين ءامنوا وعملوا الصٰلحٰت من الظلمٰت الى النور ومن يؤمن بالله ويعمل صٰلحا يدخله جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا قد احسن الله له رزقا
